logp,category,role,tag,template,context_tag,context,id
-8.529273708767974,electronics,buyer,intro,hi there,<start>,<start>,225
-17.733258111859097,electronics,seller,unknown,hello. how are you today?,intro,hi there,226
-56.337103578959535,electronics,buyer,unknown,good thanks ... i am hoping to make a deal on the {title} ...,unknown,hello. how are you today?,227
-68.16395668274969,electronics,seller,inquiry,sure.as you can see they are {title} and absolutely great! what is the amount you are willing to pay?,unknown,good thanks ... i am hoping to make a deal on the {title} ...,228
-33.58871829858167,electronics,buyer,init-price,my absolute highest is {price} ... is ther enayway that works?,inquiry,sure.as you can see they are {title} and absolutely great! what is the amount you are willing to pay?,229
-51.5182256630851,electronics,seller,counter-price,that's too low for me. i got the {title} for {price}. its very low for me.,init-price,my absolute highest is {price} ... is ther enayway that works?,230
-33.39624192400109,electronics,buyer,counter-price,{price} would over budget but i would think reaosnable ...,counter-price,that's too low for me. i got the {title} for {price}. its very low for me.,231
-42.3325560630509,electronics,seller,agree,okay i can accept {partner_price} because i am willing to sell it off,counter-price,{price} would over budget but i would think reaosnable ...,232
-8.570488230582411,electronics,buyer,unknown,thanks,agree,okay i can accept {my_price} because i am willing to sell it off,233
-3.443879347940896,electronics,buyer,offer,<offer>,agree,okay i can accept {my_price} because i am willing to sell it off,234
-3.568819410226794,electronics,seller,accept,<accept>,offer,<offer>,235
-35.316099329520554,bike,buyer,intro,hi there! i am interested in your bike! can you tell me a little more about it?,<start>,<start>,236
-75.96244541915374,bike,seller,unknown,"hello. the bike is in an immaculate condition, drives less than 100 miles. its frame is carbon fiber and its not a boost model. its a great thing for summer",intro,hi there! i am interested in your bike! can you tell me a little more about it?,237
-64.13089187961162,bike,buyer,inquiry,awe man that sounds great! the thing is i dont have the amount your asking. would you go any lower?,unknown,"hello. the bike is in an immaculate condition, drives less than 100 miles. its frame is carbon fiber and its not a boost model. its a great thing for summer",238
-40.321276720234735,bike,seller,inquiry,yes i am ready to negotiate. how much are you willing to pay?,inquiry,awe man that sounds great! the thing is i dont have the amount your asking. would you go any lower?,239
-62.37727789644707,bike,buyer,init-price,all i have is {price}. would you be willing to sell at that price? i really would appreciate it!,inquiry,yes i am ready to negotiate. how much are you willing to pay?,240
-55.46327265291501,bike,seller,counter-price,i could accept {price} because its in a very mint condition and its something worth it,init-price,all i have is {price}. would you be willing to sell at that price? i really would appreciate it!,241
-22.60559596410278,bike,buyer,counter-price,how about {price}? meet me in the middle?,counter-price,i could accept {price} because its in a very mint condition and its something worth it,242
-43.14521712769757,bike,seller,inquiry,okay i will take that. but i do only cash or cashier's check only?,counter-price,how about {price}? meet me in the middle?,243
-15.910338233470302,bike,buyer,inform,cash it is!,inquiry,okay i will take that. but i do only cash or cashier's check only?,244
-3.443879347940896,bike,buyer,offer,<offer>,inquiry,okay i will take that. but i do only cash or cashier's check only?,245
-3.568819410226794,bike,seller,accept,<accept>,offer,<offer>,246
-42.550806957070634,furniture,seller,intro,"i have no idea why i didn't throw this away instead of selling it so, lets start there.",<start>,<start>,247
-42.78175336163325,furniture,buyer,unknown,hello. this looks like a good {title}. what can it do?,intro,"i have no idea why i didn't throw this away instead of selling it so, lets start there.",248
-19.938621654830502,furniture,seller,unknown,it can hold books,unknown,hello. this looks like a good {title}. what can it do?,249
-18.798829918255482,furniture,buyer,inquiry,is it large enough and spacious?,unknown,it can hold books,250
-34.34633397552481,furniture,seller,inform,"it's shiny and has led lights, if that's a plus",inquiry,is it large enough and spacious?,251
-45.806550867901265,furniture,buyer,init-price,cool. i see the price is {listing_price} but its too pricey for me.,inform,"it's shiny and has led lights, if that's a plus",252
-78.87559897943788,furniture,seller,init-price,"for me too, it would cost me {price} to have someone come take it and throw it away",init-price,cool. i see the price is {listing_price} but its too pricey for me.,253
-47.60983545645543,furniture,buyer,counter-price,well i can only pay {price} because that's what i can afford honestly.,init-price,"for me too, it would cost me {price} to have someone come take it and throw it away",254
-15.325375732746785,furniture,seller,unknown,that's fair,counter-price,well i can only pay {price} because that's what i can afford honestly.,255
-27.97035648025683,furniture,buyer,inquiry,great so we're good with the price?,unknown,that's fair,256
-18.50218711977738,furniture,seller,inform,yes. i'll accept that.,inquiry,great so we're good with the price?,257
-10.15545073130198,furniture,buyer,unknown,thanks!,inform,yes. i'll accept that.,258
-3.443879347940896,furniture,buyer,offer,<offer>,inform,yes. i'll accept that.,259
-3.568819410226794,furniture,seller,accept,<accept>,offer,<offer>,260
-18.898265401171884,car,seller,intro,this car will blow your mind,<start>,<start>,261
-18.325375732750786,car,buyer,inquiry,really? how fast is it?,intro,this car will blow your mind,262
-15.325375732746787,car,seller,inform,120k miles,inquiry,really? how fast is it?,263
-31.335093729198242,car,buyer,inquiry,that is high mileage. how fast does it go?,inform,120k miles,264
-96.14994717872453,car,seller,disagree,"3000 mph i think im not sure, it has a new flywheel so it might be faster thatn i think but i didnt test it out. its a prize",inquiry,that is high mileage. how fast does it go?,265
-58.62217688705431,car,buyer,unknown,"i think it's really ugly, but i want something to donate to the homeless shelter, and this may be it.",disagree,"3000 mph i think im not sure, it has a new flywheel so it might be faster thatn i think but i didnt test it out. its a prize",266
-34.55974314266585,car,seller,unknown,"ok yea 8900 is a steal, they go for 30k brand new",unknown,"i think it's really ugly, but i want something to donate to the homeless shelter, and this may be it.",267
-51.26994948993345,car,buyer,init-price,"i wouldn't normally do this, but because we are friends i will give you my final offer of {price}",unknown,"ok yea 8900 is a steal, they go for 30k brand new",268
-3.443879347940896,car,buyer,offer,<offer>,unknown,"ok yea 8900 is a steal, they go for 30k brand new",269
-7.857770182663594,car,seller,reject,<reject>,offer,<offer>,270
-31.204112979671617,furniture,buyer,intro,"i am interested in your {title}, do you know who the manufacturer is?",<start>,<start>,271
-31.204112979671617,furniture,buyer,unknown,"i am interested in your {title}, do you know who the manufacturer is?",unknown,"hello, are you interested in the {title} i have for {title}?",272
-55.84386071877006,furniture,seller,disagree,"no i am not sure exactly, but i know they are very well built.",unknown,"i am interested in your {title}, do you know who the manufacturer is?",273
-95.3405254721603,furniture,seller,counter-price,that is way too low for me to go. these are very sturdy and well made. originally cost far more than i am asking. i am willing to go to {price} on the price drop ...,init-price,i've seen them sell around {price} individually would you be willing to take {price} for the set?,274
-47.13340766091226,furniture,buyer,counter-price,that is pretty similar to the cost of new would you be willing to take {price}?,counter-price,that is way too low for me to go. these are very sturdy and well made. originally cost far more than i am asking. i am willing to go to {price} on the price drop ...,275
-61.86727977276203,furniture,seller,disagree,"i think you forget that those cheaper new ones are not the same quality here, also you would be getting the chairs and cabinets as well.",counter-price,that is pretty similar to the cost of new would you be willing to take {price}?,276
