,text,meta_text
584,fine only because i want to do it quickly but not very fair to me . ,agree
585,<end>,<end>
586,"hey , man i gotta say this seems a little over priced ",vague-price
587,"for a royce union ? no , these go for $1200 brand new , i'm only selling in because i have medical bills for my daughter i need to pay . ",init-price
588,how old is your daughter ? ,inquire
589,12,inform
590,"1200 , new ? i have a hard time believeing that ",disagree
591,"look it up , these are very high end bikes ",supplemental
592,"i mean , it seems like you just like the number 12 . ain't gonna google this mang ",unknown
593,"ha , i didn't even notice that , but yeah , it's all true , would you like to take it for a ride ? ",inquire
594,"nah , but i'll offer you 70$ ",counter-price
595,"no , i really need the $120 , her last doctor visit was that much alone . ",counter-price
596,"u should get some better insurance , and sell me it for $80 , cuz of that tip i just gave u ",counter-price
597,"that is with really good insurance , it's just obama care sucks . lowest i can go is $115 ",counter-price
598,man u drivin=g such a hard bargani . i'l give u 90 ,counter-price
599,"i can't man , i gotta feed my 12 kids too ",disagree
600,there u go ,disagree
601,<end>,<end>
602,hi ,intro
603,hi ! ,intro
604,"i'm very interested in the smart things hub you have listed , but i'd like to negotiate the price . $60 is a bit too steep . ",init-price
605,"fair enough i am open to hearign offers , but don't want to drop too far from the price . ",vague-price
606,"i'm seeing it on other websites for $40 , but the local pickup is good for me rather than waiting for shipping . i'd be willing to go to $45 . ",counter-price
607,what about meeting in the middle at 50 ? ,counter-price
608,does it still have it's warranty ? ,inquire
609,yes ,inform
610,"i really was hoping to do no more than $45 , but given that it's warranty is still valid i'm willing to do $50 . sound good ? ",agree
611,yes ,agree
612,<end>,<end>
613,hi there . . . i am interested . . ,intro
614,ok ! so what is your price ? ,inquire
615,"well i see they say new , so they have never been used ? ",inquire
616,nope ! item is brand new ! ,inform
617,i am asking $10 for it ! ,init-price
618,i am on a budget i was hoping to pay $7 . ,counter-price
619,well it is brand ! how about $8 . ,counter-price
620,are there any other perks to this ? ,inquire
621,it is compatible with many rim blackberry smartphone pda models . ,inform
622,is there a particular model you are trying to use the headset for ? i can tell you if it is compatible ! ,inquire
623,i am just trying to figure out if i go above my budget i am getting a really good quality product . ,inform
624,well i don't know what else to tell you ! my asking price is $10 but i am willing to go down to $8 . it is brand new never before used . ,agree
625,okay deal ,agree
626,ok . thanks ! ,thanks
627,<end>,<end>
628,"ima give it to u straight mang , u over priced this big time ",vague-price
629,"well , i certainly disagree . ",disagree
630,do you have a price in mind ? ,inquire
631,i was like i give u $20 ,init-price
632,well that's certainly not going to work . i'm willing to negotiate but you need to be serious with your offer . ,disagree
633,"these are high quality binoculars that can take pictures , video , and have built in wi-fi . ",supplemental
634,"i know these bad to peep on me neighor mang , she's hot ",unknown
635,"the purpose for which you choose to use these is up to you , though i'm not going to be able to sell them if you admit you're interested in using them for an illegal purpose such as peeping . ",disagree
636,are you interested in purchasing these or not ? ,inquire
637,"im very , very interesting in purchasing , for some bird watching *wink wink* . i'l lgive you 150 ",counter-price
638,that's less than half of what they're listed at . i'm willing to go to $300 . ,counter-price
639,"woah , that's still really high . ",vague-price
640,can you help me out to like 200 at least ? ,counter-price
641,"i'm willing to meet in the middle at $250 , but no lower . that's more than $100 off the list price . ",counter-price
642,"you gotta work with me here , i'll go to 220 . that's a good deal for u ",counter-price
643,"sorry , i don't think we're going to make a deal here . ",disagree
644,"ok ok ok , i'll give u 225 ",counter-price
645,i'm really not interested in going lower than $250 . i'll add a 2g sd card in the deal if you'll come up to $250 . ,insist
646,"oh dang , now you got my attention . ima be able to save so many pictures of these ""birds ",agree
647,<end>,<end>
648,hello ,intro
649,"hello . i just got full custody of my daughter due to her mother passing away , and i need this for her . ",intro
650,would you take $25 ? ,init-price
651,"hi , my condolences but the lowest i can do is 35 ",counter-price
652,i am really strapped for cash right now ,supplemental
653,i understand but it is worth $40 i can do 33 ,counter-price
654,"i have $30 on me right now , and i could be there in under an hour to pick it up ? how about it ? ",counter-price
655,ok 30 is fine ,agree
656,"thank you , . and god bless you ",thanks
657,<end>,<end>
658,hello . thank you for checking in . what would you like today ? ,intro
659,i am interested in the schwinn bike . ,intro
660,how long have you had it ? ,inquire
661,have had it for one year its in a very good condition and very reliable ,inform
662,would you be willing to accept $150 for it ? ,init-price
663,that's too low i am giving it for $240 ,counter-price
664,how about $180 ? i need it for my son . he just got a new job and he needs it to get to work . ,counter-price
665,i can accept it for $200 ,counter-price
666,ok deal . thanks ! ,agree
667,<end>,<end>
668,hi there ,intro
669,"this is an awesome bike , would you like to make an offer ",intro
670,i am interested but am on a limited budget . . ,vague-price
671,"this is a really high end bike , so keep that in mind , i already have the bike listed far below actual value ",supplemental
672,how old is this bike ? ,inquire
673,"i just bought it last year , but i broke my hip a few weeks ago and doctor said i'd never be able to ride it again ",inform
674,woudl you be willing to take 360 ,init-price
675,"no , i need the money to pay my medical bills . thanks obama ",disagree
676,the max i can do is $400 . ,counter-price
677,"i'm sorry , i can't go that low . the bmc compact road bars are worth that by themselves . ",disagree
678,what is yoru lowest price ? ,inquire
679,"i can go down to $575 , but that is my bottom dollar ",counter-price
680,sorry that is just too much for my range . ,disagree
681,<end>,<end>
682,"yo this is already really low priced , don't try and swindle me ",vague-price
683,"im sorry im not trying to swindle you at all , im short for cash at the moment and i really like the bookshelf ",vague-price
684,i know it's really beautiful . i don't really wanna get rid of it . but it's too heavy too move ,supplemental
685,would you do 26 if i come and move it myself ,init-price
686,"i can meet you somewhere with it , i don't really want u to come over . that's kinda scary . for meeting u i'll go to 33 ",counter-price
687,since im meeting you and have to get a truck can you do 28 ,counter-price
688,"i'll tell you what buddy , i'll go to 29 just for you , cuz u seem so desperate ",counter-price
689,29 is fine ,agree
690,<end>,<end>
691,"hi , is this item spacious ? ",inquire
692,"yo , this thing is really sweet , but my kids just out grew it . ",inform
693,yeah its pretty interesting . do the kids enjoy it ? ,inquire
694,"oh you pop led on it's like a rave in the kids rooms , it's great . they loved it ",inform
695,great ! although the price that you have mentioned doesn't work for me . its too pricey for me . ,vague-price
696,what can we do ? ,inquire
697,i can't really go that much lower but i'll sell it to you for 45 ,init-price
698,i can do 39 please because that's what i can afford at the moment ,counter-price
